application_id,application_at,observation_cutoff,province_code,province_name,city_code,city_name,customer_segment,channel,requested_amount_fen,declared_income_band,identity_verification_status,income_evidence_status,consent_status,application_consistency,internal_repayment_months,recent_overdue_days,debt_service_ratio_bps,data_nature
CR20260000709,2026-04-24T11:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,562571,5000-7999,verified,complete,confirmed,consistent,29,0,3823,deterministic_synthetic
CR20260000710,2026-04-24T12:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,642490,8000-11999,verified,complete,confirmed,consistent,30,0,3824,deterministic_synthetic
CR20260000711,2026-04-24T12:57:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,722409,12000+,verified,complete,confirmed,consistent,31,0,3825,deterministic_synthetic
CR20260000712,2026-04-24T13:44:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,802328,3000-4999,verified,complete,confirmed,consistent,32,0,3826,deterministic_synthetic
CR20260000713,2026-04-24T14:31:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,882247,5000-7999,verified,complete,confirmed,consistent,33,0,3827,deterministic_synthetic
CR20260000714,2026-04-24T15:18:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,962166,8000-11999,verified,complete,confirmed,consistent,34,0,3828,deterministic_synthetic
CR20260000715,2026-04-24T16:05:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1042085,12000+,verified,complete,confirmed,consistent,35,0,3829,deterministic_synthetic
CR20260000716,2026-04-24T16:52:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1122004,3000-4999,verified,complete,confirmed,consistent,36,0,3830,deterministic_synthetic
CR20260000717,2026-04-24T17:39:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1201923,5000-7999,verified,complete,confirmed,consistent,37,0,3831,deterministic_synthetic
CR20260000718,2026-04-24T18:26:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1281842,8000-11999,verified,complete,confirmed,consistent,38,0,3832,deterministic_synthetic
CR20260000719,2026-04-24T19:13:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1361761,12000+,verified,complete,confirmed,consistent,39,0,3833,deterministic_synthetic
CR20260000720,2026-04-24T20:00:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1441680,3000-4999,verified,complete,confirmed,consistent,40,0,3834,deterministic_synthetic
CR20260000721,2026-04-24T20:47:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1521599,5000-7999,verified,complete,confirmed,consistent,41,0,3835,deterministic_synthetic
CR20260000722,2026-04-24T21:34:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1601518,8000-11999,verified,complete,confirmed,consistent,42,0,3836,deterministic_synthetic
CR20260000723,2026-04-24T22:21:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1681437,12000+,verified,complete,confirmed,consistent,43,0,3837,deterministic_synthetic
CR20260000724,2026-04-24T23:08:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1761356,3000-4999,verified,complete,confirmed,consistent,44,0,3838,deterministic_synthetic
CR20260000725,2026-04-24T23:55:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1841275,5000-7999,verified,complete,confirmed,consistent,45,0,3839,deterministic_synthetic
CR20260000726,2026-04-25T00:42:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1921194,8000-11999,verified,complete,confirmed,consistent,46,0,3840,deterministic_synthetic
CR20260000727,2026-04-25T01:29:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2001113,12000+,verified,complete,confirmed,consistent,47,0,3841,deterministic_synthetic
CR20260000728,2026-04-25T02:16:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2081032,3000-4999,verified,complete,confirmed,consistent,48,0,3842,deterministic_synthetic
CR20260000729,2026-04-25T03:03:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2160951,5000-7999,verified,complete,confirmed,consistent,6,0,3843,deterministic_synthetic
CR20260000730,2026-04-25T03:50:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2240870,8000-11999,verified,complete,confirmed,consistent,7,0,3844,deterministic_synthetic
CR20260000731,2026-04-25T04:37:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2320789,12000+,verified,complete,confirmed,consistent,8,0,3845,deterministic_synthetic
CR20260000732,2026-04-25T05:24:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2400708,3000-4999,verified,complete,confirmed,consistent,9,0,3846,deterministic_synthetic
CR20260000733,2026-04-25T06:11:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2480627,5000-7999,verified,complete,confirmed,consistent,10,0,3847,deterministic_synthetic
CR20260000734,2026-04-25T06:58:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2560546,8000-11999,verified,complete,confirmed,consistent,11,0,3848,deterministic_synthetic
CR20260000735,2026-04-25T07:45:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,2640465,12000+,verified,complete,confirmed,consistent,12,0,3849,deterministic_synthetic
CR20260000736,2026-04-25T08:32:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,2720384,3000-4999,verified,complete,confirmed,consistent,13,0,3850,deterministic_synthetic
CR20260000737,2026-04-25T09:19:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,2800303,5000-7999,verified,complete,confirmed,consistent,14,0,3851,deterministic_synthetic
CR20260000738,2026-04-25T10:06:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2880222,8000-11999,verified,complete,confirmed,consistent,15,0,3852,deterministic_synthetic
CR20260000739,2026-04-25T10:53:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2960141,12000+,verified,complete,confirmed,consistent,16,0,3853,deterministic_synthetic
CR20260000740,2026-04-25T11:40:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3040060,3000-4999,verified,complete,confirmed,consistent,17,0,3854,deterministic_synthetic
CR20260000741,2026-04-25T12:27:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3119979,5000-7999,verified,complete,confirmed,consistent,18,0,3855,deterministic_synthetic
CR20260000742,2026-04-25T13:14:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3199898,8000-11999,verified,complete,confirmed,consistent,19,0,3856,deterministic_synthetic
CR20260000743,2026-04-25T14:01:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3279817,12000+,verified,complete,confirmed,consistent,20,0,3857,deterministic_synthetic
CR20260000744,2026-04-25T14:48:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3359736,3000-4999,verified,complete,confirmed,consistent,21,0,3858,deterministic_synthetic
CR20260000745,2026-04-25T15:35:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3439655,5000-7999,verified,complete,confirmed,consistent,22,0,3859,deterministic_synthetic
CR20260000746,2026-04-25T16:22:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3519574,8000-11999,verified,complete,confirmed,consistent,23,0,3860,deterministic_synthetic
CR20260000747,2026-04-25T17:09:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,3599493,12000+,verified,complete,confirmed,consistent,24,0,3861,deterministic_synthetic
CR20260000748,2026-04-25T17:56:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,3679412,3000-4999,verified,complete,confirmed,consistent,25,0,3862,deterministic_synthetic
CR20260000749,2026-04-25T18:43:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,3759331,5000-7999,verified,complete,confirmed,consistent,26,0,3863,deterministic_synthetic
CR20260000750,2026-04-25T19:30:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,3839250,8000-11999,verified,complete,confirmed,consistent,27,0,3864,deterministic_synthetic
CR20260000751,2026-04-25T20:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,3919169,12000+,verified,complete,confirmed,consistent,28,0,3865,deterministic_synthetic
CR20260000752,2026-04-25T21:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,3999088,3000-4999,verified,complete,confirmed,consistent,29,0,3866,deterministic_synthetic
CR20260000753,2026-04-25T21:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4079007,5000-7999,verified,complete,confirmed,consistent,30,0,3867,deterministic_synthetic
CR20260000754,2026-04-25T22:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4158926,8000-11999,verified,complete,confirmed,consistent,31,0,3868,deterministic_synthetic
CR20260000755,2026-04-25T23:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4238845,12000+,verified,complete,confirmed,consistent,32,0,3869,deterministic_synthetic
CR20260000756,2026-04-26T00:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4318764,3000-4999,verified,complete,confirmed,consistent,33,0,3870,deterministic_synthetic
CR20260000757,2026-04-26T00:59:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4398683,5000-7999,verified,complete,confirmed,consistent,34,0,3871,deterministic_synthetic
CR20260000758,2026-04-26T01:46:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4478602,8000-11999,verified,complete,confirmed,consistent,35,0,3872,deterministic_synthetic
CR20260000759,2026-04-26T02:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,4558521,12000+,verified,complete,confirmed,consistent,36,0,3873,deterministic_synthetic
CR20260000760,2026-04-26T03:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,4638440,3000-4999,verified,complete,confirmed,consistent,37,0,3874,deterministic_synthetic
CR20260000761,2026-04-26T04:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,4718359,5000-7999,verified,complete,confirmed,consistent,38,0,3875,deterministic_synthetic
CR20260000762,2026-04-26T04:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,4798278,8000-11999,verified,complete,confirmed,consistent,39,0,3876,deterministic_synthetic
CR20260000763,2026-04-26T05:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,4878197,12000+,verified,complete,confirmed,consistent,40,0,3877,deterministic_synthetic
CR20260000764,2026-04-26T06:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,4958116,3000-4999,verified,complete,confirmed,consistent,41,0,3878,deterministic_synthetic
CR20260000765,2026-04-26T07:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,338035,5000-7999,verified,complete,confirmed,consistent,42,0,3879,deterministic_synthetic
CR20260000766,2026-04-26T08:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,417954,8000-11999,verified,complete,confirmed,consistent,43,0,3880,deterministic_synthetic
CR20260000767,2026-04-26T08:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,497873,12000+,verified,complete,confirmed,consistent,44,0,3881,deterministic_synthetic
CR20260000768,2026-04-26T09:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,577792,3000-4999,verified,complete,confirmed,consistent,45,0,3882,deterministic_synthetic
CR20260000769,2026-04-26T10:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,657711,5000-7999,verified,complete,confirmed,consistent,46,0,3883,deterministic_synthetic
CR20260000770,2026-04-26T11:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,737630,8000-11999,verified,complete,confirmed,consistent,47,0,3884,deterministic_synthetic
CR20260000771,2026-04-26T11:57:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,817549,12000+,verified,complete,confirmed,consistent,48,0,3885,deterministic_synthetic
CR20260000772,2026-04-26T12:44:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,897468,3000-4999,verified,complete,confirmed,consistent,6,0,3886,deterministic_synthetic
CR20260000773,2026-04-26T13:31:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,977387,5000-7999,verified,complete,confirmed,consistent,7,0,3887,deterministic_synthetic
CR20260000774,2026-04-26T14:18:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1057306,8000-11999,verified,complete,confirmed,consistent,8,0,3888,deterministic_synthetic
CR20260000775,2026-04-26T15:05:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1137225,12000+,verified,complete,confirmed,consistent,9,0,3889,deterministic_synthetic
CR20260000776,2026-04-26T15:52:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1217144,3000-4999,verified,complete,confirmed,consistent,10,0,3890,deterministic_synthetic
CR20260000777,2026-04-26T16:39:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1297063,5000-7999,verified,complete,confirmed,consistent,11,0,3891,deterministic_synthetic
CR20260000778,2026-04-26T17:26:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1376982,8000-11999,verified,complete,confirmed,consistent,12,0,3892,deterministic_synthetic
CR20260000779,2026-04-26T18:13:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1456901,12000+,verified,complete,confirmed,consistent,13,0,3893,deterministic_synthetic
CR20260000780,2026-04-26T19:00:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,1536820,3000-4999,verified,complete,confirmed,consistent,14,0,3894,deterministic_synthetic
CR20260000781,2026-04-26T19:47:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,1616739,5000-7999,verified,complete,confirmed,consistent,15,0,3895,deterministic_synthetic
CR20260000782,2026-04-26T20:34:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,1696658,8000-11999,verified,complete,confirmed,consistent,16,0,3896,deterministic_synthetic
CR20260000783,2026-04-26T21:21:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,returning_customer,手机银行,1776577,12000+,verified,complete,confirmed,consistent,17,0,3897,deterministic_synthetic
CR20260000784,2026-04-26T22:08:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,returning_customer,客户经理,1856496,3000-4999,verified,complete,confirmed,consistent,18,0,3898,deterministic_synthetic
CR20260000785,2026-04-26T22:55:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,returning_customer,合作机构,1936415,5000-7999,verified,complete,confirmed,consistent,19,0,3899,deterministic_synthetic
CR20260000786,2026-04-26T23:42:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,returning_customer,手机银行,2016334,8000-11999,verified,complete,confirmed,consistent,20,0,3900,deterministic_synthetic
CR20260000787,2026-04-27T00:29:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,returning_customer,客户经理,2096253,12000+,verified,complete,confirmed,consistent,21,0,3901,deterministic_synthetic
CR20260000788,2026-04-27T01:16:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,returning_customer,合作机构,2176172,3000-4999,verified,complete,confirmed,consistent,22,0,3902,deterministic_synthetic
