No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,observed_at,missing_pollutant_count,data_nature
4261,2013,8,25,12,32.0,72.0,5.0,58.0,800.0,130.0,34.0,998.8,14.5,0.0,SSE,1.6,Gucheng,2013-08-25 12:00:00,0,public-derived
4281,2013,8,26,8,32.0,55.0,4.0,68.0,900.0,48.0,30.6,999.2,15.5,0.0,NNE,1.2,Gucheng,2013-08-26 08:00:00,0,public-derived
4301,2013,8,27,4,75.0,81.0,11.0,45.0,1100.0,32.0,23.6,1000.6,20.5,0.0,E,0.7,Gucheng,2013-08-27 04:00:00,0,public-derived
4321,2013,8,28,0,46.0,7.0,4.0,43.0,700.0,38.0,24.0,995.7,20.9,0.0,ESE,0.8,Gucheng,2013-08-28 00:00:00,0,public-derived
4341,2013,8,28,20,105.0,106.0,2.0,98.0,2400.0,24.0,24.0,990.9,22.4,0.0,WSW,0.1,Gucheng,2013-08-28 20:00:00,0,public-derived
4361,2013,8,29,16,4.0,16.0,4.0,14.0,300.0,69.0,26.4,997.4,9.3,0.0,W,1.4,Gucheng,2013-08-29 16:00:00,0,public-derived
4381,2013,8,30,12,3.0,3.0,1.0,13.0,300.0,62.0,26.5,1004.6,8.9,0.0,NNE,1.4,Gucheng,2013-08-30 12:00:00,0,public-derived
4401,2013,8,31,8,9.0,18.0,5.0,34.0,400.0,33.0,24.5,1005.8,10.4,0.0,ENE,0.6,Gucheng,2013-08-31 08:00:00,0,public-derived
4421,2013,9,1,4,40.0,91.0,7.0,65.0,900.0,13.0,17.2,1005.9,14.3,0.0,N,0.0,Gucheng,2013-09-01 04:00:00,0,public-derived
4441,2013,9,2,0,43.0,52.0,3.0,40.0,800.0,79.0,18.5,1006.7,16.5,0.0,W,0.5,Gucheng,2013-09-02 00:00:00,0,public-derived
4461,2013,9,2,20,88.0,150.0,9.0,60.0,1700.0,143.0,22.4,1008.2,16.4,0.0,W,0.9,Gucheng,2013-09-02 20:00:00,0,public-derived
4481,2013,9,3,16,99.0,124.0,11.0,41.0,1300.0,212.0,26.7,1006.3,17.5,0.0,SSE,1.0,Gucheng,2013-09-03 16:00:00,0,public-derived
4501,2013,9,4,12,46.0,42.0,4.0,41.0,1000.0,79.0,19.7,1008.8,18.2,0.7,S,0.6,Gucheng,2013-09-04 12:00:00,0,public-derived
4521,2013,9,5,8,15.0,9.0,1.0,51.0,700.0,20.0,22.4,1007.2,14.3,0.0,SE,0.8,Gucheng,2013-09-05 08:00:00,0,public-derived
4541,2013,9,6,4,62.0,62.0,7.0,49.0,1600.0,16.0,18.3,1009.0,15.4,0.0,WNW,0.7,Gucheng,2013-09-06 04:00:00,0,public-derived
4561,2013,9,7,0,135.0,149.0,6.0,108.0,2200.0,3.0,18.6,1008.8,17.6,0.0,N,0.0,Gucheng,2013-09-07 00:00:00,0,public-derived
4581,2013,9,7,20,79.0,147.0,3.0,89.0,1200.0,102.0,21.2,1009.4,16.4,0.0,W,0.1,Gucheng,2013-09-07 20:00:00,0,public-derived
4601,2013,9,8,16,119.0,146.0,24.0,66.0,2000.0,106.0,24.2,1006.8,17.9,0.0,WSW,0.6,Gucheng,2013-09-08 16:00:00,0,public-derived
4621,2013,9,9,12,101.0,74.0,9.0,35.0,1100.0,89.0,25.3,1004.6,17.5,0.0,SSE,1.5,Gucheng,2013-09-09 12:00:00,0,public-derived
4641,2013,9,10,8,115.0,120.0,5.0,65.0,1300.0,6.0,24.8,1005.7,15.7,0.0,NNE,1.4,Gucheng,2013-09-10 08:00:00,0,public-derived
4661,2013,9,11,4,14.0,57.0,2.0,66.0,500.0,2.0,14.6,1007.3,11.2,0.0,N,0.0,Gucheng,2013-09-11 04:00:00,0,public-derived
4681,2013,9,12,0,115.0,175.0,12.0,117.0,1400.0,15.0,19.8,1006.2,16.6,0.0,W,0.6,Gucheng,2013-09-12 00:00:00,0,public-derived
4701,2013,9,12,20,211.0,256.0,15.0,110.0,2000.0,58.0,22.6,1001.6,19.0,0.0,NNE,0.0,Gucheng,2013-09-12 20:00:00,0,public-derived
4721,2013,9,13,16,113.0,141.0,1.0,96.0,1400.0,2.0,20.5,996.7,18.6,0.0,NNE,0.0,Gucheng,2013-09-13 16:00:00,0,public-derived
4741,2013,9,14,12,87.0,62.0,15.0,84.0,1100.0,58.0,30.5,1000.6,6.4,0.0,WSW,2.7,Gucheng,2013-09-14 12:00:00,0,public-derived
4761,2013,9,15,8,18.0,41.0,4.0,72.0,600.0,3.0,21.7,1008.9,5.1,0.0,NNE,1.0,Gucheng,2013-09-15 08:00:00,0,public-derived
4781,2013,9,16,4,47.0,76.0,4.0,83.0,700.0,1.0,16.7,1005.2,14.3,0.0,N,0.0,Gucheng,2013-09-16 04:00:00,0,public-derived
4801,2013,9,17,0,78.0,182.0,6.0,104.0,1200.0,2.0,20.0,1004.4,17.2,0.0,N,0.1,Gucheng,2013-09-17 00:00:00,0,public-derived
4821,2013,9,17,20,102.0,102.0,3.0,84.0,3000.0,2.0,19.1,1010.1,18.4,0.0,N,0.0,Gucheng,2013-09-17 20:00:00,0,public-derived
4841,2013,9,18,16,113.0,95.0,4.0,55.0,1400.0,60.0,23.3,1009.3,20.2,0.0,N,0.5,Gucheng,2013-09-18 16:00:00,0,public-derived
4861,2013,9,19,12,128.0,77.0,4.0,40.0,2000.0,30.0,25.0,1004.7,20.7,0.0,S,0.7,Gucheng,2013-09-19 12:00:00,0,public-derived
4881,2013,9,20,8,24.0,24.0,6.0,35.0,700.0,24.0,24.7,1009.4,11.3,0.0,NNE,0.9,Gucheng,2013-09-20 08:00:00,0,public-derived
4901,2013,9,21,4,22.0,32.0,1.0,61.0,500.0,10.0,18.6,1008.2,14.3,0.0,SE,0.2,Gucheng,2013-09-21 04:00:00,0,public-derived
4921,2013,9,22,0,88.0,209.0,5.0,84.0,1400.0,1.0,20.0,1008.1,16.2,0.0,SSW,0.5,Gucheng,2013-09-22 00:00:00,0,public-derived
4941,2013,9,22,20,66.0,107.0,11.0,87.0,1200.0,6.0,20.1,1006.8,16.5,0.0,W,0.1,Gucheng,2013-09-22 20:00:00,0,public-derived
4961,2013,9,23,16,3.0,6.0,3.0,24.0,400.0,23.0,16.6,1012.4,7.8,0.0,NNE,0.0,Gucheng,2013-09-23 16:00:00,0,public-derived
4981,2013,9,24,12,3.0,13.0,4.0,23.0,400.0,40.0,20.9,1013.5,3.6,0.0,NNE,1.0,Gucheng,2013-09-24 12:00:00,0,public-derived
5001,2013,9,25,8,9.0,40.0,8.0,52.0,600.0,12.0,18.9,1016.0,3.9,0.0,NE,1.1,Gucheng,2013-09-25 08:00:00,0,public-derived
5021,2013,9,26,4,20.0,50.0,2.0,56.0,700.0,1.0,9.1,1010.5,6.7,0.0,SE,0.4,Gucheng,2013-09-26 04:00:00,0,public-derived
5041,2013,9,27,0,94.0,276.0,5.0,97.0,1900.0,2.0,12.0,1005.8,9.9,0.0,N,0.0,Gucheng,2013-09-27 00:00:00,0,public-derived
5061,2013,9,27,20,270.0,356.0,19.0,184.0,2300.0,30.0,16.2,1002.8,13.1,0.0,N,0.0,Gucheng,2013-09-27 20:00:00,0,public-derived
5081,2013,9,28,16,283.0,285.0,15.0,82.0,1700.0,112.0,19.1,1002.8,12.6,0.0,SSE,0.0,Gucheng,2013-09-28 16:00:00,0,public-derived
5101,2013,9,29,12,,200.0,9.0,105.0,1900.0,9.0,18.7,1010.8,15.2,0.0,N,0.1,Gucheng,2013-09-29 12:00:00,1,public-derived
5121,2013,9,30,8,186.0,223.0,8.0,84.0,2000.0,1.0,18.2,1012.6,16.2,0.0,NNW,0.5,Gucheng,2013-09-30 08:00:00,0,public-derived
5141,2013,10,1,4,221.0,163.0,5.0,64.0,1300.0,1.0,17.5,1008.1,16.4,0.0,N,0.0,Gucheng,2013-10-01 04:00:00,0,public-derived
5161,2013,10,2,0,37.0,25.0,2.0,59.0,800.0,1.0,13.3,1014.4,12.5,0.0,SSE,0.2,Gucheng,2013-10-02 00:00:00,0,public-derived
5181,2013,10,2,20,27.0,78.0,2.0,67.0,600.0,26.0,15.6,1010.8,6.0,0.0,W,0.9,Gucheng,2013-10-02 20:00:00,0,public-derived
5201,2013,10,3,16,108.0,135.0,45.0,61.0,2400.0,105.0,20.4,1008.2,11.9,0.0,S,0.0,Gucheng,2013-10-03 16:00:00,0,public-derived
5221,2013,10,4,12,105.0,113.0,32.0,63.0,1900.0,66.0,21.5,1005.4,12.9,0.0,SSE,1.0,Gucheng,2013-10-04 12:00:00,0,public-derived
5241,2013,10,5,8,295.0,245.0,3.0,77.0,2500.0,4.0,16.3,1012.5,14.5,0.0,N,0.0,Gucheng,2013-10-05 08:00:00,0,public-derived
5261,2013,10,6,4,308.0,247.0,1.0,80.0,2200.0,1.0,13.0,1015.5,12.4,0.0,N,0.1,Gucheng,2013-10-06 04:00:00,0,public-derived
5281,2013,10,7,0,180.0,190.0,5.0,80.0,2500.0,2.0,14.8,1013.5,14.0,0.0,N,0.1,Gucheng,2013-10-07 00:00:00,0,public-derived
5301,2013,10,7,20,47.0,91.0,4.0,99.0,1300.0,4.0,18.9,1015.6,8.5,0.0,E,0.8,Gucheng,2013-10-07 20:00:00,0,public-derived
5321,2013,10,8,16,46.0,108.0,22.0,41.0,1000.0,89.0,20.3,1007.6,12.0,0.0,WSW,1.5,Gucheng,2013-10-08 16:00:00,0,public-derived
5341,2013,10,9,12,117.0,141.0,10.0,81.0,1600.0,10.0,18.0,1002.7,12.4,0.0,ESE,1.9,Gucheng,2013-10-09 12:00:00,0,public-derived
5361,2013,10,10,8,176.0,191.0,8.0,64.0,,3.4272,19.8,1002.5,3.0,0.0,W,1.7,Gucheng,2013-10-10 08:00:00,1,public-derived
5381,2013,10,11,4,22.0,67.0,1.0,68.0,500.0,1.0,9.2,1008.2,4.0,0.0,N,0.0,Gucheng,2013-10-11 04:00:00,0,public-derived
5401,2013,10,12,0,77.0,144.0,7.0,94.0,1200.0,1.0,10.8,1010.0,8.6,0.0,N,0.0,Gucheng,2013-10-12 00:00:00,0,public-derived
5421,2013,10,12,20,84.0,134.0,12.0,134.0,1600.0,6.0,17.4,1010.5,9.0,0.0,SE,0.4,Gucheng,2013-10-12 20:00:00,0,public-derived
5441,2013,10,13,16,56.0,71.0,6.0,54.0,800.0,40.0,15.6,1010.0,9.5,0.0,NE,0.5,Gucheng,2013-10-13 16:00:00,0,public-derived
5461,2013,10,14,12,7.0,19.0,3.0,12.0,300.0,46.0,15.6,1019.6,-1.1,0.0,NE,1.4,Gucheng,2013-10-14 12:00:00,0,public-derived
5481,2013,10,15,8,24.0,76.0,4.0,66.0,1400.0,4.0,12.5,1026.0,-5.5,0.0,ESE,0.8,Gucheng,2013-10-15 08:00:00,0,public-derived
5501,2013,10,16,4,39.0,62.0,3.0,69.0,,2.7846,3.3,1019.3,0.7,0.0,N,0.0,Gucheng,2013-10-16 04:00:00,1,public-derived
5521,2013,10,17,0,71.0,151.0,7.0,88.0,,2.142,6.7,1017.8,3.8,0.0,N,0.0,Gucheng,2013-10-17 00:00:00,1,public-derived
5541,2013,10,17,20,182.0,208.0,24.0,128.0,,8.3538,10.7,1017.8,6.1,0.0,N,0.0,Gucheng,2013-10-17 20:00:00,1,public-derived
5561,2013,10,18,16,245.0,263.0,54.0,188.0,,11.9952,15.1,1015.2,8.1,0.0,N,0.0,Gucheng,2013-10-18 16:00:00,1,public-derived
5581,2013,10,19,12,14.0,36.0,3.0,16.0,,69.1866,18.3,1017.4,-1.6,0.0,SSE,2.0,Gucheng,2013-10-19 12:00:00,1,public-derived
5601,2013,10,20,8,18.0,28.0,8.0,58.0,,18.4212,15.3,1019.6,0.3,0.0,E,0.4,Gucheng,2013-10-20 08:00:00,1,public-derived
5621,2013,10,21,4,47.0,87.0,3.0,76.0,,1.2852,6.8,1015.3,4.1,0.0,N,0.0,Gucheng,2013-10-21 04:00:00,1,public-derived
5641,2013,10,22,0,149.0,248.0,9.0,131.0,,2.7846,7.3,1016.1,5.1,0.0,N,0.0,Gucheng,2013-10-22 00:00:00,1,public-derived
5661,2013,10,22,20,51.0,56.0,13.0,44.0,700.0,67.0,10.3,1012.8,7.4,0.0,N,0.1,Gucheng,2013-10-22 20:00:00,0,public-derived
5681,2013,10,23,16,29.0,82.0,8.0,69.0,500.0,56.0,12.9,1013.0,-5.2,0.0,W,1.2,Gucheng,2013-10-23 16:00:00,0,public-derived
5701,2013,10,24,12,14.0,22.0,7.0,20.0,600.0,87.0,15.5,1018.2,-3.4,0.0,W,2.5,Gucheng,2013-10-24 12:00:00,0,public-derived
5721,2013,10,25,8,33.0,36.0,3.0,34.0,500.0,62.0,12.7,1022.1,1.7,0.0,ESE,0.4,Gucheng,2013-10-25 08:00:00,0,public-derived
5741,2013,10,26,4,38.0,53.0,3.0,80.0,900.0,2.0,3.2,1017.2,0.1,0.0,N,0.0,Gucheng,2013-10-26 04:00:00,0,public-derived
5761,2013,10,27,0,101.0,154.0,7.0,100.0,2000.0,2.0,5.0,1011.5,2.2,0.0,N,0.0,Gucheng,2013-10-27 00:00:00,0,public-derived
5781,2013,10,27,20,251.0,352.0,20.0,191.0,3100.0,5.0,8.4,1009.8,4.8,0.0,N,0.0,Gucheng,2013-10-27 20:00:00,0,public-derived
5801,2013,10,28,16,261.0,282.0,59.0,95.0,2300.0,96.0,14.1,1011.5,6.0,0.0,N,0.0,Gucheng,2013-10-28 16:00:00,0,public-derived
5821,2013,10,29,12,3.0,6.0,6.0,15.0,300.0,65.0,16.3,1019.6,-4.3,0.0,ENE,1.9,Gucheng,2013-10-29 12:00:00,0,public-derived
5841,2013,10,30,8,50.0,80.0,6.0,72.0,1700.0,2.0,7.4,1022.4,-0.8,0.0,ESE,0.8,Gucheng,2013-10-30 08:00:00,0,public-derived
5861,2013,10,31,4,106.0,133.0,4.0,90.0,1000.0,5.0,3.3,1019.6,2.1,0.0,N,0.0,Gucheng,2013-10-31 04:00:00,0,public-derived
5881,2013,11,1,0,155.0,172.0,7.0,122.0,2500.0,1.2852,5.0,1020.0,3.7,0.0,N,0.0,Gucheng,2013-11-01 00:00:00,0,public-derived
5901,2013,11,1,20,233.0,178.0,13.0,111.0,2000.0,1.4994,7.5,1016.8,6.1,0.0,N,0.0,Gucheng,2013-11-01 20:00:00,0,public-derived
5921,2013,11,2,16,290.0,237.0,13.0,147.0,1900.0,18.6354,10.6,1012.7,7.1,0.0,SW,0.7,Gucheng,2013-11-02 16:00:00,0,public-derived
5941,2013,11,3,12,4.0,6.0,5.0,12.0,300.0,73.2564,18.0,1016.4,-1.8,0.0,NW,2.6,Gucheng,2013-11-03 12:00:00,0,public-derived
5961,2013,11,4,8,36.0,99.0,7.0,55.0,1600.0,3.213,12.1,1022.8,-1.1,0.0,N,0.1,Gucheng,2013-11-04 08:00:00,0,public-derived
5981,2013,11,5,4,81.0,101.0,10.0,84.0,1600.0,1.4994,8.3,1014.5,2.1,0.0,E,0.0,Gucheng,2013-11-05 04:00:00,0,public-derived
6001,2013,11,6,0,207.0,242.0,9.0,110.0,3200.0,2.5704,4.5,1010.3,2.7,0.0,N,0.1,Gucheng,2013-11-06 00:00:00,0,public-derived
6021,2013,11,6,20,13.0,55.0,4.0,20.0,300.0,52.6932,11.2,1013.1,-8.7,0.0,WNW,4.3,Gucheng,2013-11-06 20:00:00,0,public-derived
6041,2013,11,7,16,37.0,62.0,12.0,35.0,600.0,60.4044,11.6,1010.6,-5.9,0.0,S,0.8,Gucheng,2013-11-07 16:00:00,0,public-derived
6061,2013,11,8,12,100.0,105.0,75.0,78.0,1700.0,13.0662,12.1,1011.9,-2.9,0.0,NE,0.5,Gucheng,2013-11-08 12:00:00,0,public-derived
6081,2013,11,9,8,167.0,165.0,24.0,111.0,4200.0,7.0686,7.2,1015.1,2.1,0.0,N,0.0,Gucheng,2013-11-09 08:00:00,0,public-derived
6101,2013,11,10,4,3.0,6.0,7.0,7.0,300.0,85.68,0.0,1024.6,-20.3,0.0,NNW,0.0,Gucheng,2013-11-10 04:00:00,0,public-derived
6121,2013,11,11,0,8.0,8.0,8.0,9.0,300.0,73.4706,5.2,1022.2,-11.9,0.0,SW,0.4,Gucheng,2013-11-11 00:00:00,0,public-derived
6141,2013,11,11,20,85.0,121.0,20.0,82.0,1400.0,7.0686,4.9,1016.9,-6.1,0.0,W,0.0,Gucheng,2013-11-11 20:00:00,0,public-derived
6161,2013,11,12,16,44.0,63.0,22.0,72.0,700.0,40.698,11.8,1015.0,-4.8,0.0,WSW,1.0,Gucheng,2013-11-12 16:00:00,0,public-derived
6181,2013,11,13,12,121.0,128.0,66.0,102.0,2700.0,7.7112,9.4,1012.0,-0.5,0.0,ESE,0.8,Gucheng,2013-11-13 12:00:00,0,public-derived
6201,2013,11,14,8,26.0,43.0,11.0,57.0,900.0,21.2058,10.9,1012.8,-9.5,0.0,WNW,2.8,Gucheng,2013-11-14 08:00:00,0,public-derived
6221,2013,11,15,4,39.0,70.0,17.0,58.0,900.0,3.6414,0.9,1011.2,-4.9,0.0,N,0.0,Gucheng,2013-11-15 04:00:00,0,public-derived
6241,2013,11,16,0,116.0,169.0,26.0,89.0,1800.0,4.0698,4.5,1006.8,-3.1,0.0,SSW,0.0,Gucheng,2013-11-16 00:00:00,0,public-derived
6261,2013,11,16,20,13.0,16.0,5.0,22.0,,40.4838,3.6,1016.9,-9.4,0.0,SSW,0.4,Gucheng,2013-11-16 20:00:00,1,public-derived
6281,2013,11,17,16,15.0,52.0,7.0,9.0,,70.9002,8.0,1016.9,-14.9,0.0,W,4.0,Gucheng,2013-11-17 16:00:00,1,public-derived
6301,2013,11,18,12,5.0,6.0,10.0,7.0,300.0,64.0458,9.1,1017.7,-13.4,0.0,NNE,2.0,Gucheng,2013-11-18 12:00:00,0,public-derived
6321,2013,11,19,8,34.0,63.0,23.0,52.0,2700.0,4.9266,2.6,1019.5,-13.3,0.0,NNE,0.5,Gucheng,2013-11-19 08:00:00,0,public-derived
6341,2013,11,20,4,86.0,93.0,20.0,68.0,2100.0,2.3562,-2.3,1015.5,-8.0,0.0,N,0.0,Gucheng,2013-11-20 04:00:00,0,public-derived
6361,2013,11,21,0,95.0,105.0,26.0,81.0,2600.0,9.2106,-0.5,1018.0,-6.3,0.0,NNW,0.4,Gucheng,2013-11-21 00:00:00,0,public-derived
6381,2013,11,21,20,176.0,180.0,41.0,140.0,2600.0,7.9254,2.5,1018.4,-4.7,0.0,WSW,0.0,Gucheng,2013-11-21 20:00:00,0,public-derived
6401,2013,11,22,16,172.0,150.0,50.0,147.0,2000.0,20.0,8.8,1013.5,-4.8,0.0,W,1.0,Gucheng,2013-11-22 16:00:00,0,public-derived
6421,2013,11,23,12,219.0,213.0,76.0,165.0,4100.0,7.0,12.0,1011.3,-3.4,0.0,SSE,1.6,Gucheng,2013-11-23 12:00:00,0,public-derived
6441,2013,11,24,8,32.0,48.0,27.0,25.0,500.0,38.0,9.9,1009.1,-7.3,0.0,W,2.2,Gucheng,2013-11-24 08:00:00,0,public-derived
6461,2013,11,25,4,9.0,17.0,7.0,8.0,300.0,61.0,3.9,1009.1,-10.2,0.0,WSW,0.8,Gucheng,2013-11-25 04:00:00,0,public-derived
6481,2013,11,26,0,40.0,73.0,15.0,63.0,1500.0,6.0,0.9,1009.3,-12.2,0.0,NNE,1.9,Gucheng,2013-11-26 00:00:00,0,public-derived
6501,2013,11,26,20,8.0,44.0,7.0,12.0,1400.0,60.0,0.5,1016.0,-19.9,0.0,W,8.0,Gucheng,2013-11-26 20:00:00,0,public-derived
6521,2013,11,27,16,5.0,33.0,5.0,12.0,400.0,56.0,-1.3,1020.0,-24.7,0.0,W,2.5,Gucheng,2013-11-27 16:00:00,0,public-derived
6541,2013,11,28,12,7.0,15.0,6.0,11.0,500.0,62.0,5.1,1017.7,-22.1,0.0,W,3.6,Gucheng,2013-11-28 12:00:00,0,public-derived
6561,2013,11,29,8,57.0,83.0,41.0,73.0,2900.0,2.0,4.8,1014.7,-9.8,0.0,WSW,0.9,Gucheng,2013-11-29 08:00:00,0,public-derived
6581,2013,11,30,4,40.0,65.0,35.0,62.0,1900.0,6.0,7.3,1011.8,-13.6,0.0,W,0.8,Gucheng,2013-11-30 04:00:00,0,public-derived
6601,2013,12,1,0,45.0,61.0,26.0,75.0,3000.0,7.2828,-0.9,1017.7,-9.1,0.0,W,0.2,Gucheng,2013-12-01 00:00:00,0,public-derived
6621,2013,12,1,20,151.0,172.0,50.0,104.0,,8.7822,1.5,1013.1,-7.8,0.0,W,1.6,Gucheng,2013-12-01 20:00:00,1,public-derived
6641,2013,12,2,16,103.0,133.0,49.0,116.0,,39.4128,8.1,1009.4,-8.5,0.0,W,0.9,Gucheng,2013-12-02 16:00:00,1,public-derived
6661,2013,12,3,12,37.0,53.0,13.0,37.0,,51.8364,14.7,1013.9,-8.7,0.0,E,0.9,Gucheng,2013-12-03 12:00:00,1,public-derived
6681,2013,12,4,8,63.0,88.0,34.0,73.0,,8.9964,5.2,1013.2,-6.4,0.0,SE,0.4,Gucheng,2013-12-04 08:00:00,1,public-derived
6701,2013,12,5,4,84.0,98.0,71.0,77.0,,5.1408,4.9,1015.1,-6.7,0.0,E,1.4,Gucheng,2013-12-05 04:00:00,1,public-derived
6721,2013,12,6,0,101.0,137.0,47.0,76.0,,8.1396,0.2,1013.6,-7.1,0.0,WNW,0.7,Gucheng,2013-12-06 00:00:00,1,public-derived
6741,2013,12,6,20,209.0,204.0,64.0,162.0,,8.7822,1.1,1011.7,-5.6,0.0,E,0.1,Gucheng,2013-12-06 20:00:00,1,public-derived
6761,2013,12,7,16,277.0,265.0,79.0,148.0,,5.7834,5.5,1011.0,-1.9,0.0,NNE,0.8,Gucheng,2013-12-07 16:00:00,1,public-derived
6781,2013,12,8,12,261.0,201.0,101.0,120.0,,7.9254,8.8,1011.0,-4.8,0.0,SE,1.1,Gucheng,2013-12-08 12:00:00,1,public-derived
6801,2013,12,9,8,5.0,6.0,5.0,13.0,,62.5464,3.2,1017.8,-12.7,0.0,NNW,2.2,Gucheng,2013-12-09 08:00:00,1,public-derived
6821,2013,12,10,4,23.0,20.0,25.0,56.0,,2.7846,-2.2,1011.6,-12.3,0.0,NNE,0.8,Gucheng,2013-12-10 04:00:00,1,public-derived
6841,2013,12,11,0,10.0,8.0,9.0,11.0,,61.2612,0.3,1014.7,-16.6,0.0,W,6.3,Gucheng,2013-12-11 00:00:00,1,public-derived
6861,2013,12,11,20,84.0,123.0,29.0,77.0,,5.9976,-0.1,1009.4,-11.5,0.0,WSW,0.2,Gucheng,2013-12-11 20:00:00,1,public-derived
6881,2013,12,12,16,8.0,27.0,2.0,9.0,,74.5416,-0.5,1015.3,-20.8,0.0,WSW,3.0,Gucheng,2013-12-12 16:00:00,1,public-derived
6901,2013,12,13,12,67.0,71.0,33.0,45.0,,33.8436,2.4,1016.8,-17.8,0.0,SSW,1.2,Gucheng,2013-12-13 12:00:00,1,public-derived
6921,2013,12,14,8,17.0,22.0,30.0,58.0,,8.7822,-1.1,1021.9,-19.2,0.0,NNW,0.9,Gucheng,2013-12-14 08:00:00,1,public-derived
6941,2013,12,15,4,51.0,38.0,34.0,67.0,,7.9254,-3.9,1025.0,-15.5,0.0,SE,0.0,Gucheng,2013-12-15 04:00:00,1,public-derived
6961,2013,12,16,0,107.0,138.0,36.0,75.0,,,-4.6,1025.1,-12.3,0.0,WNW,0.6,Gucheng,2013-12-16 00:00:00,2,public-derived
6981,2013,12,16,20,162.0,175.0,96.0,111.0,,13.923,0.8,1022.6,-13.3,0.0,NNW,0.5,Gucheng,2013-12-16 20:00:00,1,public-derived
7001,2013,12,17,16,14.0,18.0,12.0,23.0,,48.6234,1.3,1024.8,-17.1,0.0,ENE,1.9,Gucheng,2013-12-17 16:00:00,1,public-derived
7021,2013,12,18,12,31.0,36.0,26.0,34.0,,35.7714,-0.6,1022.8,-15.7,0.0,S,1.7,Gucheng,2013-12-18 12:00:00,1,public-derived
7041,2013,12,19,8,18.0,16.0,23.1336,49.0667,,7.7112,-5.8,1023.9,-16.4,0.0,NE,1.3,Gucheng,2013-12-19 08:00:00,1,public-derived
7061,2013,12,20,4,63.0,64.0,53.0,87.0,2900.0,8.0,-7.3,1024.8,-15.0,0.0,NW,0.5,Gucheng,2013-12-20 04:00:00,0,public-derived
7081,2013,12,21,0,41.0,65.0,42.0,87.0,2000.0,8.0,-5.3,1028.9,-13.6,0.0,E,0.6,Gucheng,2013-12-21 00:00:00,0,public-derived
7101,2013,12,21,20,196.0,228.0,88.0,128.0,3200.0,12.0,-4.0,1025.9,-11.7,0.0,W,0.2,Gucheng,2013-12-21 20:00:00,0,public-derived
7121,2013,12,22,16,87.0,96.0,72.0,106.0,2000.0,14.0,0.1,1022.5,-12.2,0.0,WSW,1.4,Gucheng,2013-12-22 16:00:00,0,public-derived
7141,2013,12,23,12,128.0,144.0,108.0,133.0,4400.0,10.0,5.3,1023.2,-11.3,0.0,ENE,1.2,Gucheng,2013-12-23 12:00:00,0,public-derived
7161,2013,12,24,8,126.0,129.0,51.0,100.0,4200.0,11.0,-5.1,1028.6,-10.5,0.0,W,0.4,Gucheng,2013-12-24 08:00:00,0,public-derived
7181,2013,12,25,4,255.0,236.0,93.0,160.0,6800.0,12.0,-6.3,1020.1,-9.3,0.0,N,0.0,Gucheng,2013-12-25 04:00:00,0,public-derived
7201,2013,12,26,0,8.0,29.0,7.0,8.0,300.0,64.0,-3.3,1024.3,-18.8,0.0,W,3.1,Gucheng,2013-12-26 00:00:00,0,public-derived
7221,2013,12,26,20,6.0,8.0,9.0,20.0,400.0,67.0,-0.7,1026.2,-19.3,0.0,NW,1.4,Gucheng,2013-12-26 20:00:00,0,public-derived
7241,2013,12,27,16,30.0,36.0,28.0,43.0,800.0,48.0,-0.2,1019.0,-17.9,0.0,W,0.6,Gucheng,2013-12-27 16:00:00,0,public-derived
7261,2013,12,28,12,6.0,6.0,4.0,14.0,400.0,74.0,1.9,1018.2,-20.6,0.0,W,3.9,Gucheng,2013-12-28 12:00:00,0,public-derived
7281,2013,12,29,8,63.0,108.0,70.0,85.0,3100.0,9.0,-1.5,1013.5,-16.9,0.0,SE,0.5,Gucheng,2013-12-29 08:00:00,0,public-derived
7301,2013,12,30,4,22.0,30.0,28.0,25.0,300.0,44.0,4.1,1008.0,-17.5,0.0,E,2.0,Gucheng,2013-12-30 04:00:00,0,public-derived
7321,2013,12,31,0,158.0,221.0,96.0,109.0,4000.0,19.0,-2.3,1005.2,-12.9,0.0,SSE,0.8,Gucheng,2013-12-31 00:00:00,0,public-derived
7341,2013,12,31,20,31.0,107.0,12.0,48.0,800.0,56.0,7.9,1006.4,-14.4,0.0,WNW,2.1,Gucheng,2013-12-31 20:00:00,0,public-derived
7361,2014,1,1,16,25.0,68.0,17.0,35.0,700.0,73.0,9.7,1007.1,-11.6,0.0,SSW,1.5,Gucheng,2014-01-01 16:00:00,0,public-derived
7381,2014,1,2,12,112.0,155.0,104.0,107.0,5700.0,16.0,5.7,1009.4,-5.6,0.0,SE,1.0,Gucheng,2014-01-02 12:00:00,0,public-derived
7401,2014,1,3,8,30.0,112.0,16.0,32.0,2400.0,47.0,5.2,1016.1,-12.3,0.0,NE,2.1,Gucheng,2014-01-03 08:00:00,0,public-derived
7421,2014,1,4,4,108.0,153.0,36.0,79.0,5500.0,13.0,-3.1,1016.7,-8.0,0.0,SSE,0.0,Gucheng,2014-01-04 04:00:00,0,public-derived
7441,2014,1,5,0,181.0,214.0,30.0,111.0,7400.0,12.0,-3.8,1013.7,-5.8,0.0,NNE,0.9,Gucheng,2014-01-05 00:00:00,0,public-derived
